customer_id,full_name,age,state,monthly_income,account_balance,phone_number,employment-type,account_type,previous_loans,marital_status,education_level,registration date,credit_score
CUS152,Olumide Ogbonna,47.0,Benue,472567,4028837,+2348045805161,Retired,Student,3,Married,Secondary,2021-08-18,837.0
CUS062,Timothy Patel,36.0,Ebonyi,394313,2700020,08015123891,Retired,Student,2,Married,Secondary,2018-11-13,392.0
CUS019,Moses Adebayo,58.0,Yobe,439414,2574848,08011675940,Self-employed,Savings,2,Widowed,Masters,2021-01-08,408.0
CUS067,Raymond Sani,50.0,Gombe,163527,3557433,0805-118-2970,Private,Student,2,Single,Masters,2021-06-11,779.0
CUS075,Olumide Adeyemi,51.0,Jigawa,53242,1449962,08087648913,Self-employed,Current,3,D,Masters,24/02/2018,
CUS134,Stella Sani,35.0,Ogun,270495,2255943,08054549331,Student,Current,Many,Married,PhD,2015-08-26,432.0
CUS156,Amara Nwachukwu,29.0,Imo,369774,123463,08013474367,Government,Fixed Deposit,1,M,Masters,2020-03-10,780.0
CUS119,Moses Taiwo,46.0,Lagos,182149,4256540,08017251448,Private,Student,0,Divorced,Masters,2015-04-06,524.0
CUS082,Grace Hassan,34.0,Kano,,2827279,08094516047,Retired,Savings,2,Widowed,PhD,2019-05-02,651.0
CUS183,Isaac Usman,27.0,Yobe,392554,3603347,08040109067,Student,Student,3,Widowed,Secondary,2024-08-12,640.0
CUS188,Halima Igwe,74.0,Borno,82943,940295,08094975275,Government,Student,2,Married,University,2018-01-22,456.0
CUS166,Janet Ogbonna,79.0,Bayelsa,359863,3125882,08099950736,Self-employed,Current,0,Single,PhD,2022-06-10,465.0
CUS248,Ahmed Garba,28.0,Cross River,465163,-228230,08091383691,Private,Savings,2,Widowed,Primary,2017-02-19,717.0
CUS046,Zainab Lawal,72.0,Cross River,127992,1264953,08072156391,Student,Fixed Deposit,3,Divorced,Masters,2017-05-12,407.0
CUS050,Victor Jibril,18.0,Niger,358357,2615935,08048449785,Retired,Savings,0,Married,Masters,2020-07-11,837.0
CUS225,Stella Danjuma,-5.0,Kano,236671,3825213,08072255766,Government,Student,4,Widowed,University,2023-11-18,1000.0
CUS088,Timothy Williams,300.0,niger,404253,4651169,08056376295,Private,Current,5,Divorced,Masters,2016-10-23,616.0
CUS056,Moses Adeyemi,26.0,Go.MB.,282676,317470,08071504168,Private,Savings,4,divorced,PhD,2019-09-28,728.0
CUS213,Ngozi Garba,-5.0,Ana,"₦300,421",3585971,+2348085026138,Self-employed,Current,Several,Divorced,Masters,Invalid Date,633.0
CUS171,Moses Sani,48.0,Adamawa,225557,1398540,08059401736,Student,Current,0,Single,Masters,2017-01-29,579.0
CUS001,Daniel Nwachukwu,62.0,Gombe,144633,70222,08096672314,Student,Student,5,Single,Primary,2023-08-19,597.0
CUS021,Kemi Hassan,42.0,Ondo,466334,1540224,08093159882,Student,Savings,4,Widowed,Masters,2018-06-09,
CUS027,Sarah Mahmud,52.0,Ab.UJ.,198410,3977345,08019206480,Retired,Student,0,Divorced,PhD,2024-07-01,396.0
CUS077,Rasheed Johnson,200.0,Ogun,331376,964980,08027200202,Student,Fixed Deposit,0,Divorced,Primary,2019-10-26,475.0
CUS023,,71.0,Bayelsa,434516,650697,8042248046,Student,Current,Few,Widowed,PhD,2022-12-01,736.0
CUS170,Lawal Williams,68.0,Rivers,"₦128,063",4955549,08011850244,Retired,Current,0,married,University,2022-01-31,673.0
CUS145,  NKEM adebayo  ,73.0,Bauchi,,2565684,08045279732,Student,Student,0,Single,Secondary,Invalid Date,650.0
CUS186,Olumide Usman,40.0,Gombe,313984,1089799,0805 541 1308,Retired,Current,0,Widowed,PhD,2015-02-06,597.0
CUS036,Sarah Chioma,18.0,Plateau,"₦313,327",2041519,+2348099903659,Government,Student,0,Separated,PhD,2018-03-18,767.0
,Daniel Lawal,53.0,Ondo,95216,4504202,0806 426 4422,Self-employed,Current,0,Single,Secondary,2024-12-03,772.0
CUS108,Blessing Mahmud,56.0,Gombe,406588,3473299,08091083514,Private,Current,3,Widowed,Primary,2017-09-25,807.0
CUS210,Blessing Okonkwo,61.0,Lagos,39468,1730740,08060768311,Retired,Savings,2,Divorced,PhD,2024-09-23,514.0
CUS049,Timothy Bello,42.0,Cr.OS.,397256,-790207,0801 563 1399,Private,Savings,0,Divorced,PhD,2020-07-06,685.0
CUS208,Moses Okafor,46.0,Abuja,200734,1550524,08045904254,Private,Fixed Deposit,1,Married,PhD,2015-01-17,653.0
CUS185,Yemi Musa,70.0,Niger,369114,503745,08024562816,Private,Fixed Deposit,0,Divorced,PhD,2020-01-05,808.0
CUS059,Daniel Danjuma,58.0,Akwa Ibom,238567,1140357,08081203719,Retired,Savings,0,MARRIED,University,2020-03-03,376.0
CUS053,Daniel Okafor,70.0,Kebbi,197349,1770220,08051025857,Self-employed,Fixed Deposit,1,Married,University,2018-12-09,333.0
CUS089,Patricia Kalu,39.0,Anambra,93050,2492345,08076176959,Retired,Student,4,Widowed,Masters,2020-01-05,370.0
CUS164,Victor Sani,55.0,Ogu,"₦343,168",2610999,08036836725,Government,Student,0,Married,University,2024-08-04,495.0
CUS106,Zainab Kalu,27.0,Katsina,232550,154107,08010317065,Student,Savings,0,Married,Secondary,2019-11-12,597.0
CUS143,Blessing Usman,47.0,Nasarawa,394170,1777207,,Self-employed,Fixed Deposit,Few,Divorced,University,2020-03-25,
CUS206,Felix Osei,,Oyo,,4029716,08080750850,Private,Fixed Deposit,2,widowed,PhD,2022-01-27,319.0
CUS143,Lawal Musa,21.0,  Bauchi  ,44110,1082239,08052968269,Government,Student,0,Single,University,2022-10-20,561.0
CUS159,Peace Nwosu,65.0,Ondo,101926,3292699,08036904024,Student,Fixed Deposit,4,Married,University,2018-07-07,512.0
CUS212,Raymond Musa,44.0,Jigawa,362297,3775344,08045026743,Private,Current,1,Widowed,PhD,2020-02-29,428.0
CUS216,Olumide Adebayo,44.0,Kwara,392715,3631854,08085924128,Private,Student,0,Divorced,Masters,2020-12-08,451.0
